#GeneName	Tissuespecficity
NPTX2	Tissue enhanced
NPTXR	Tissue enriched
NPW	Tissue enhanced
NPY	Group enriched
NPY1R	Tissue enhanced
NPY2R	Tissue enhanced
NPY4R	Tissue enhanced
NPY5R	Tissue enhanced
NQO1	Tissue enhanced
NQO2	Expressed in all
NR0B1	Group enriched
NR0B2	Tissue enhanced
NR1D1	Expressed in all
NR1D2	Expressed in all
NR1H2	Expressed in all
NR1H3	Expressed in all
NR1H4	Tissue enhanced
NR1I2	Group enriched
NR1I3	Tissue enriched
NR2C1	Expressed in all
NR2C2	Expressed in all
NR2C2AP	Expressed in all
NR2E1	Tissue enriched
NR2F2	Tissue enhanced
NR3C1	Expressed in all
NR4A1	Expressed in all
NR4A2	Tissue enhanced
NR4A3	Tissue enhanced
NR5A1	Group enriched
NR5A2	Tissue enhanced
NR6A1	Tissue enriched
NRAP	Group enriched
NRARP	Tissue enhanced
NRAS	Expressed in all
NRBF2	Expressed in all
NRBP1	Expressed in all
NRBP2	Expressed in all
NRCAM	Group enriched
NRD1	Expressed in all
NRDE2	Expressed in all
NREP	Expressed in all
NRF1	Expressed in all
NRG2	Tissue enhanced
NRG3	Tissue enhanced
NRG4	Tissue enhanced
NRGN	Tissue enriched
NRIP1	Expressed in all
NRIP3	Group enriched
NRK	Tissue enhanced
NRM	Expressed in all
NRN1	Tissue enhanced
NRP1	Expressed in all
NRROS	Tissue enhanced
NRSN1	Tissue enriched
NRXN1	Tissue enriched
NRXN2	Tissue enriched
NRXN3	Tissue enhanced
NSA2	Expressed in all
NSD1	Expressed in all
NSDHL	Expressed in all
NSF	Tissue enriched
NSFL1C	Expressed in all
NSG1	Tissue enhanced
NSG2	Group enriched
NSL1	Expressed in all
NSMAF	Expressed in all
NSMCE1	Expressed in all
NSMCE2	Expressed in all
NSMCE4A	Expressed in all
NSMF	Expressed in all
NSRP1	Expressed in all
NSUN2	Expressed in all
NSUN4	Expressed in all
NSUN5	Expressed in all
NSUN6	Expressed in all
NSUN7	Tissue enhanced
NT5C	Expressed in all
NT5C1A	Group enriched
NT5C1B	Tissue enriched
NT5C1B-RDH14	Tissue enriched
NT5C2	Expressed in all
NT5C3A	Expressed in all
NT5C3B	Expressed in all
NT5DC1	Expressed in all
NT5DC2	Expressed in all
NT5DC4	Tissue enhanced
NTAN1	Expressed in all
NTF3	Tissue enhanced
NTF4	Tissue enhanced
NTHL1	Expressed in all
NTM	Tissue enhanced
NTMT1	Expressed in all
NTN4	Tissue enhanced
NTNG2	Group enriched
NTPCR	Expressed in all
NTRK1	Tissue enhanced
NTRK2	Tissue enhanced
NTRK3	Tissue enhanced
NTS	Group enriched
NTSR1	Tissue enhanced
NTSR2	Tissue enriched
NUB1	Expressed in all
NUBP1	Expressed in all
NUBP2	Expressed in all
NUBPL	Expressed in all
NUCB1	Expressed in all
NUCB2	Expressed in all
NUCKS1	Expressed in all
NUDC	Expressed in all
NUDCD1	Expressed in all
NUDCD2	Expressed in all
NUDCD3	Expressed in all
NUDT1	Expressed in all
NUDT10	Tissue enhanced
NUDT11	Tissue enhanced
NUDT14	Expressed in all
NUDT15	Expressed in all
NUDT16	Expressed in all
NUDT16L1	Expressed in all
NUDT19	Expressed in all
NUDT2	Expressed in all
NUDT21	Expressed in all
NUDT22	Expressed in all
NUDT3	Expressed in all
NUDT4	Expressed in all
NUDT5	Expressed in all
NUDT7	Expressed in all
NUDT8	Expressed in all
NUDT9	Expressed in all
NUF2	Tissue enhanced
NUFIP1	Expressed in all
NUFIP2	Expressed in all
NUGGC	Tissue enhanced
NUMA1	Expressed in all
NUMB	Expressed in all
NUMBL	Expressed in all
NUP107	Expressed in all
NUP133	Expressed in all
NUP153	Expressed in all
NUP155	Tissue enriched
NUP160	Expressed in all
NUP188	Expressed in all
NUP205	Expressed in all
NUP210	Expressed in all
NUP210L	Tissue enriched
NUP214	Expressed in all
NUP35	Expressed in all
NUP37	Expressed in all
NUP43	Expressed in all
NUP50	Expressed in all
NUP54	Expressed in all
NUP62	Expressed in all
NUP62CL	Tissue enhanced
NUP85	Expressed in all
NUP88	Expressed in all
NUP93	Expressed in all
NUP98	Expressed in all
NUPL1	Expressed in all
NUPL2	Expressed in all
NUPR1	Tissue enhanced
NUPR1L	Tissue enriched
NUS1	Expressed in all
NUSAP1	Expressed in all
NUTF2	Expressed in all
NUTM1	Tissue enriched
NUTM2F	Tissue enriched
NUTM2G	Tissue enhanced
NVL	Expressed in all
NWD1	Group enriched
NXF1	Expressed in all
NXF2	Tissue enriched
NXF2B	Tissue enriched
NXF3	Group enriched
NXF5	Tissue enriched
NXN	Expressed in all
NXNL1	Tissue enhanced
NXNL2	Tissue enhanced
NXPE1	Group enriched
NXPE2	Tissue enhanced
NXPE3	Expressed in all
NXPE4	Group enriched
NXPH1	Group enriched
NXPH2	Group enriched
NXPH4	Tissue enhanced
NXT1	Expressed in all
NYAP1	Tissue enhanced
NYAP2	Tissue enhanced
OAF	Expressed in all
OARD1	Expressed in all
OAS1	Expressed in all
OAS3	Expressed in all
OASL	Tissue enhanced
OAT	Expressed in all
OAZ1	Expressed in all
OAZ2	Expressed in all
OAZ3	Tissue enriched
OBFC1	Expressed in all
OBP2A	Group enriched
OBP2B	Group enriched
OBSCN	Tissue enriched
OBSL1	Expressed in all
OCA2	Tissue enhanced
OCEL1	Expressed in all
OCIAD1	Expressed in all
OCIAD2	Expressed in all
OCM	Tissue enhanced
OCRL	Expressed in all
ODAM	Tissue enriched
ODC1	Expressed in all
ODF1	Tissue enriched
ODF2	Tissue enriched
ODF2L	Expressed in all
ODF3	Tissue enriched
ODF3L1	Tissue enriched
ODF3L2	Tissue enriched
ODF4	Tissue enriched
OFCC1	Tissue enhanced
OFD1	Expressed in all
OGDH	Expressed in all
OGDHL	Tissue enhanced
OGFOD1	Expressed in all
OGFOD2	Expressed in all
OGFOD3	Expressed in all
OGFR	Expressed in all
OGFRL1	Expressed in all
OGG1	Expressed in all
OGN	Tissue enhanced
OGT	Expressed in all
OIP5	Tissue enhanced
OIT3	Tissue enriched
OLA1	Expressed in all
OLAH	Group enriched
OLFM1	Tissue enriched
OLFM2	Tissue enhanced
OLFM3	Tissue enriched
OLFM4	Tissue enhanced
OLFML2B	Tissue enhanced
OLIG1	Tissue enriched
OLIG2	Tissue enriched
OLR1	Tissue enhanced
OMA1	Expressed in all
OMG	Tissue enhanced
OMP	Tissue enhanced
ONECUT1	Tissue enhanced
ONECUT2	Tissue enhanced
ONECUT3	Tissue enriched
OOEP	Tissue enriched
OOSP2	Tissue enriched
OPA1	Expressed in all
OPA3	Expressed in all
OPALIN	Tissue enriched
OPCML	Tissue enriched
OPLAH	Tissue enhanced
OPN3	Expressed in all
OPN4	Tissue enhanced
OPN5	Tissue enriched
OPRK1	Tissue enhanced
OPRL1	Tissue enhanced
OPRM1	Group enriched
OPTN	Expressed in all
OR10J1	Tissue enriched
OR14A2	Tissue enriched
OR14I1	Tissue enriched
OR1C1	Tissue enriched
OR2H1	Tissue enriched
OR2H2	Tissue enriched
OR2L13	Tissue enhanced
OR2T10	Tissue enriched
OR2V1	Tissue enriched
OR2W3	Tissue enhanced
OR3A2	Tissue enriched
OR4N2	Tissue enriched
OR4N4	Tissue enriched
OR51E1	Tissue enhanced
OR51E2	Tissue enriched
OR5AK2	Tissue enriched
OR7A5	Tissue enhanced
OR7C1	Tissue enhanced
OR7E24	Tissue enriched
OR8G5	Tissue enriched
ORAI1	Expressed in all
ORAI3	Expressed in all
ORAOV1	Expressed in all
ORC1	Tissue enhanced
ORC2	Expressed in all
ORC3	Expressed in all
ORC4	Expressed in all
ORC5	Expressed in all
ORM1	Tissue enriched
ORM2	Tissue enriched
ORMDL1	Expressed in all
ORMDL2	Expressed in all
ORMDL3	Expressed in all
OS9	Expressed in all
OSBP	Expressed in all
OSBP2	Tissue enhanced
OSBPL11	Expressed in all
OSBPL1A	Expressed in all
OSBPL2	Expressed in all
OSBPL5	Expressed in all
OSBPL7	Tissue enhanced
OSBPL8	Expressed in all
OSBPL9	Expressed in all
OSCAR	Tissue enhanced
OSCP1	Tissue enhanced
OSER1	Expressed in all
OSGEP	Expressed in all
OSGEPL1	Expressed in all
OSGIN1	Tissue enhanced
OSGIN2	Expressed in all
OSM	Tissue enhanced
OSMR	Expressed in all
OSR1	Tissue enhanced
OSR2	Tissue enhanced
OST4	Expressed in all
OSTC	Expressed in all
OSTF1	Expressed in all
OSTM1	Expressed in all
OSTN	Tissue enhanced
OTC	Group enriched
OTOA	Group enriched
OTOF	Tissue enhanced
OTOG	Tissue enriched
OTOGL	Tissue enhanced
OTOP2	Tissue enhanced
OTOP3	Tissue enriched
OTOS	Tissue enriched
OTUB1	Expressed in all
OTUB2	Tissue enhanced
OTUD1	Expressed in all
OTUD3	Expressed in all
OTUD4	Expressed in all
OTUD5	Expressed in all
OTUD6A	Tissue enriched
OTUD6B	Expressed in all
OTUD7A	Tissue enhanced
OTX1	Tissue enhanced
OVCA2	Expressed in all
OVCH1	Tissue enhanced
OVCH1-AS1	Tissue enriched
OVGP1	Tissue enriched
OVOL1	Tissue enhanced
OVOL3	Tissue enriched
OXA1L	Expressed in all
OXCT1	Tissue enhanced
OXCT2	Tissue enriched
OXGR1	Tissue enhanced
OXLD1	Expressed in all
OXNAD1	Expressed in all
OXR1	Expressed in all
OXSM	Expressed in all
OXSR1	Expressed in all
OXT	Tissue enhanced
OXTR	Tissue enhanced
P2RX1	Tissue enhanced
P2RX2	Tissue enhanced
P2RX3	Tissue enhanced
P2RX4	Expressed in all
P2RX5	Group enriched
P2RX6	Tissue enhanced
P2RY10	Tissue enhanced
P2RY11	Expressed in all
P2RY12	Tissue enriched
P2RY13	Tissue enhanced
P2RY2	Tissue enhanced
P2RY4	Tissue enhanced
P2RY6	Tissue enhanced
P2RY8	Tissue enhanced
P4HA1	Expressed in all
P4HA2	Expressed in all
P4HA3	Tissue enhanced
P4HB	Expressed in all
P4HTM	Expressed in all
PA2G4	Expressed in all
PAAF1	Expressed in all
PABPC1	Expressed in all
PABPC1L	Expressed in all
PABPC1L2A	Group enriched
PABPC1L2B	Group enriched
PABPC3	Expressed in all
PABPC4	Expressed in all
PABPC4L	Tissue enhanced
PABPC5	Tissue enhanced
PABPN1	Expressed in all
PACRG	Group enriched
PACRGL	Expressed in all
PACS1	Expressed in all
PACS2	Expressed in all
PACSIN1	Tissue enriched
PACSIN2	Expressed in all
PACSIN3	Tissue enhanced
PADI1	Tissue enriched
PADI2	Tissue enhanced
PADI3	Group enriched
PADI4	Tissue enriched
PAEP	Group enriched
PAF1	Expressed in all
PAFAH1B1	Expressed in all
PAFAH1B2	Expressed in all
PAFAH1B3	Expressed in all
PAFAH2	Expressed in all
PAGE1	Tissue enriched
PAGE2	Tissue enriched
PAGE2B	Tissue enriched
PAGE3	Tissue enriched
PAGE4	Tissue enriched
PAGE5	Tissue enriched
PAGR1	Expressed in all
PAH	Tissue enhanced
PAICS	Expressed in all
PAIP1	Expressed in all
PAIP2	Expressed in all
PAK1	Expressed in all
PAK1IP1	Expressed in all
PAK2	Expressed in all
PAK3	Tissue enhanced
PAK4	Expressed in all
PAK7	Tissue enhanced
PALB2	Expressed in all
PALM2	Tissue enhanced
PALM2-AKAP2	Tissue enhanced
PALM3	Tissue enhanced
PAM	Expressed in all
PAM16	Expressed in all
PAMR1	Tissue enhanced
PAN2	Expressed in all
PAN3	Expressed in all
PANK1	Tissue enhanced
PANK2	Expressed in all
PANK3	Expressed in all
PANK4	Expressed in all
PANX1	Expressed in all
PANX2	Tissue enhanced
PAOX	Tissue enhanced
PAPD4	Expressed in all
PAPD5	Expressed in all
PAPD7	Expressed in all
PAPL	Tissue enhanced
PAPLN	Expressed in all
PAPOLA	Expressed in all
PAPOLB	Tissue enriched
PAPOLG	Expressed in all
PAPPA	Tissue enriched
PAPPA-AS1	Tissue enriched
PAPPA2	Tissue enriched
PAPSS1	Expressed in all
PAPSS2	Expressed in all
PAQR3	Expressed in all
PAQR5	Tissue enhanced
PAQR6	Tissue enriched
PAQR9	Tissue enhanced
PARD6A	Tissue enhanced
PARD6B	Tissue enhanced
PARD6G	Tissue enhanced
PARG	Expressed in all
PARK7	Expressed in all
PARL	Expressed in all
PARN	Expressed in all
PARP1	Expressed in all
PARP10	Expressed in all
PARP12	Expressed in all
PARP14	Expressed in all
PARP15	Tissue enhanced
PARP16	Expressed in all
PARP2	Expressed in all
PARP3	Expressed in all
PARP4	Expressed in all
PARP6	Expressed in all
PARP9	Expressed in all
PARVB	Expressed in all
PASD1	Tissue enriched
PASK	Tissue enhanced
PATL1	Expressed in all
PATL2	Tissue enhanced
PATZ1	Expressed in all
PAWR	Expressed in all
PAX1	Tissue enriched
PAX2	Group enriched
PAX3	Tissue enhanced
PAX4	Tissue enhanced
PAX5	Tissue enhanced
PAX6	Group enriched
PAX7	Tissue enhanced
PAX8	Tissue enriched
PAX9	Group enriched
PAXBP1	Expressed in all
PAXIP1	Expressed in all
PBDC1	Expressed in all
PBK	Tissue enhanced
PBLD	Expressed in all
PBRM1	Expressed in all
PBX1	Expressed in all
PBX2	Expressed in all
PBX3	Expressed in all
PBX4	Tissue enhanced
PBXIP1	Expressed in all
PC	Expressed in all
PCBD1	Expressed in all
PCBD2	Expressed in all
PCBP1	Expressed in all
PCBP2	Expressed in all
PCBP4	Expressed in all
PCCA	Expressed in all
PCCB	Expressed in all
PCDH1	Expressed in all
PCDH10	Tissue enhanced
PCDH11X	Tissue enhanced
PCDH11Y	Tissue enhanced
PCDH12	Tissue enhanced
PCDH15	Tissue enhanced
PCDH17	Tissue enhanced
PCDH19	Tissue enhanced
PCDH20	Tissue enhanced
PCDH8	Tissue enriched
PCDH9	Tissue enriched
PCDHA1	Tissue enhanced
PCDHA10	Tissue enhanced
PCDHA11	Tissue enhanced
PCDHA12	Tissue enhanced
PCDHA4	Tissue enhanced
PCDHA5	Tissue enriched
PCDHA6	Tissue enhanced
PCDHAC2	Tissue enhanced
PCDHB2	Tissue enhanced
PCDHGA1	Tissue enhanced
PCDHGA10	Tissue enriched
PCDHGA7	Tissue enhanced
PCDHGB1	Tissue enriched
PCDHGB6	Tissue enhanced
PCDHGC3	Tissue enhanced
PCDHGC4	Tissue enriched
PCDHGC5	Tissue enriched
PCDP1	Tissue enhanced
PCED1A	Expressed in all
PCF11	Expressed in all
PCGF1	Expressed in all
PCGF3	Expressed in all
PCGF5	Expressed in all
PCGF6	Expressed in all
PCID2	Expressed in all
PCIF1	Expressed in all
PCK1	Tissue enhanced
PCK2	Group enriched
PCLO	Tissue enhanced
PCM1	Expressed in all
PCMT1	Expressed in all
PCMTD1	Expressed in all
PCMTD2	Expressed in all
PCNA	Expressed in all
PCNP	Expressed in all
PCNT	Expressed in all
PCNX	Expressed in all
PCNXL3	Expressed in all
PCNXL4	Expressed in all
PCOLCE	Expressed in all
PCOLCE2	Expressed in all
PCP2	Tissue enriched
PCP4	Tissue enhanced
PCP4L1	Tissue enhanced
PCSK1	Tissue enhanced
PCSK1N	Tissue enhanced
PCSK2	Tissue enhanced
PCSK4	Tissue enriched
PCSK6	Tissue enhanced
PCSK7	Expressed in all
PCSK9	Tissue enhanced
PCTP	Expressed in all
PCYOX1	Expressed in all
PCYT1A	Expressed in all
PCYT1B	Tissue enhanced
PCYT2	Expressed in all
PDAP1	Expressed in all
PDCD1	Tissue enhanced
PDCD10	Expressed in all
PDCD11	Expressed in all
PDCD2	Expressed in all
PDCD2L	Expressed in all
PDCD4	Expressed in all
PDCD5	Expressed in all
PDCD6	Expressed in all
PDCD6IP	Expressed in all
PDCD7	Expressed in all
PDCL	Expressed in all
PDCL2	Tissue enriched
PDCL3	Expressed in all
PDDC1	Expressed in all
PDE10A	Tissue enhanced
PDE11A	Tissue enhanced
PDE12	Expressed in all
PDE1A	Tissue enhanced
PDE1C	Tissue enhanced
PDE2A	Expressed in all
PDE3A	Tissue enhanced
PDE3B	Tissue enhanced
PDE4D	Tissue enhanced
PDE4DIP	Group enriched
PDE5A	Expressed in all
PDE6A	Tissue enhanced
PDE6D	Expressed in all
PDE6G	Tissue enhanced
PDE7A	Expressed in all
PDE8A	Expressed in all
PDE8B	Tissue enriched
PDGFC	Expressed in all
PDGFD	Tissue enhanced
PDGFRA	Tissue enhanced
PDHA1	Expressed in all
PDHA2	Tissue enriched
PDHB	Expressed in all
PDHX	Expressed in all
PDIA2	Tissue enriched
PDIA3	Expressed in all
PDIA4	Expressed in all
PDIA5	Expressed in all
PDIA6	Expressed in all
PDIK1L	Expressed in all
PDILT	Group enriched
PDK1	Expressed in all
PDK2	Expressed in all
PDK4	Expressed in all
PDLIM1	Expressed in all
PDLIM2	Expressed in all
PDLIM3	Tissue enhanced
PDLIM5	Expressed in all
PDLIM7	Expressed in all
PDP1	Expressed in all
PDPK1	Expressed in all
PDPN	Tissue enhanced
PDPR	Expressed in all
PDRG1	Expressed in all
PDS5A	Expressed in all
PDS5B	Expressed in all
PDSS2	Expressed in all
PDX1	Tissue enriched
PDXDC1	Expressed in all
PDXK	Expressed in all
PDXP	Tissue enhanced
PDYN	Tissue enriched
PDZD11	Expressed in all
PDZD3	Tissue enhanced
PDZD4	Tissue enriched
PDZD7	Tissue enhanced
PDZD8	Expressed in all
PDZD9	Tissue enriched
PDZK1	Tissue enhanced
PDZK1IP1	Tissue enhanced
PEA15	Expressed in all
PEAK1	Expressed in all
PEAR1	Expressed in all
PEBP1	Expressed in all
PEBP4	Tissue enhanced
PECR	Expressed in all
PEF1	Expressed in all
PEG10	Tissue enhanced
PEG3	Tissue enhanced
PELI1	Expressed in all
PELO	Expressed in all
PELP1	Expressed in all
PEMT	Expressed in all
PENK	Group enriched
PEPD	Expressed in all
PER1	Expressed in all
PER2	Expressed in all
PERP	Tissue enhanced
PES1	Expressed in all
PET100	Expressed in all
PET112	Expressed in all
PET117	Expressed in all
PEX1	Expressed in all
PEX10	Expressed in all
PEX11B	Expressed in all
PEX12	Expressed in all
PEX13	Expressed in all
PEX14	Expressed in all
PEX16	Expressed in all
PEX19	Expressed in all
PEX2	Expressed in all
PEX26	Expressed in all
PEX3	Expressed in all
PEX5	Expressed in all
PEX5L	Tissue enriched
PEX6	Expressed in all
PEX7	Expressed in all
PF4	Tissue enriched
PF4V1	Tissue enhanced
PFAS	Expressed in all
PFDN1	Expressed in all
PFDN2	Expressed in all
PFDN4	Expressed in all
PFDN5	Expressed in all
PFDN6	Expressed in all
PFKFB1	Group enriched
PFKFB2	Expressed in all
PFKFB3	Expressed in all
PFKL	Expressed in all
PFKM	Group enriched
PFKP	Expressed in all
PFN1	Expressed in all
PFN2	Expressed in all
PFN3	Group enriched
PFN4	Tissue enriched
PGA3	Tissue enriched
PGA4	Tissue enriched
PGA5	Tissue enriched
PGAM1	Expressed in all
PGAM2	Group enriched
PGAM5	Expressed in all
PGAP2	Expressed in all
PGAP3	Expressed in all
PGBD5	Tissue enhanced
PGC	Tissue enriched
PGD	Expressed in all
PGF	Tissue enhanced
PGGT1B	Expressed in all
PGK1	Expressed in all
PGK2	Tissue enriched
PGLS	Expressed in all
PGLYRP1	Tissue enriched
PGLYRP2	Tissue enriched
PGLYRP3	Group enriched
PGLYRP4	Tissue enhanced
PGM1	Expressed in all
PGM2	Expressed in all
PGM2L1	Tissue enriched
PGM3	Expressed in all
PGP	Expressed in all
PGPEP1	Expressed in all
PGPEP1L	Tissue enhanced
PGR	Group enriched
PGRMC1	Expressed in all
PGRMC2	Expressed in all
PGS1	Expressed in all
PHACTR1	Tissue enhanced
PHACTR2	Expressed in all
PHACTR3	Tissue enhanced
PHACTR4	Expressed in all
PHAX	Expressed in all
PHB	Expressed in all
PHB2	Expressed in all
PHC1	Expressed in all
PHC2	Expressed in all
PHC3	Expressed in all
PHF1	Expressed in all
PHF10	Expressed in all
PHF11	Expressed in all
PHF12	Expressed in all
PHF13	Expressed in all
PHF14	Expressed in all
PHF19	Expressed in all
PHF2	Expressed in all
PHF20	Expressed in all
PHF20L1	Expressed in all
PHF21A	Expressed in all
PHF21B	Tissue enhanced
PHF23	Expressed in all
PHF3	Expressed in all
PHF5A	Expressed in all
PHF6	Expressed in all
PHF7	Tissue enriched
PHF8	Expressed in all
PHGDH	Expressed in all
PHGR1	Tissue enhanced
PHIP	Expressed in all
PHKA1	Tissue enhanced
PHKA2	Expressed in all
PHKB	Expressed in all
PHKG1	Tissue enriched
PHKG2	Expressed in all
PHLDA1	Tissue enhanced
PHLDA2	Tissue enhanced
PHLDB2	Expressed in all
PHLDB3	Expressed in all
PHLPP1	Expressed in all
PHOSPHO1	Group enriched
PHOSPHO2	Expressed in all
PHOX2A	Tissue enriched
PHOX2B	Tissue enriched
PHPT1	Expressed in all
PHRF1	Expressed in all
PHTF1	Expressed in all
PHTF2	Expressed in all
PHYH	Expressed in all
PHYHD1	Expressed in all
PHYHIP	Tissue enhanced
PHYHIPL	Tissue enhanced
PHYKPL	Expressed in all
PI15	Tissue enhanced
PI16	Tissue enhanced
PI3	Group enriched
PI4K2A	Expressed in all
PI4K2B	Expressed in all
PI4KA	Expressed in all
PI4KB	Expressed in all
PIANP	Tissue enhanced
PIAS1	Expressed in all
PIAS2	Tissue enriched
PIAS3	Expressed in all
PIAS4	Expressed in all
PIBF1	Expressed in all
PICALM	Expressed in all
PICK1	Expressed in all
PIDD	Expressed in all
PIEZO1	Expressed in all
PIFO	Tissue enriched
PIGA	Expressed in all
PIGB	Expressed in all
PIGC	Expressed in all
PIGF	Expressed in all
PIGG	Expressed in all
PIGH	Expressed in all
PIGK	Expressed in all
PIGL	Expressed in all
PIGN	Expressed in all
PIGO	Expressed in all
PIGP	Expressed in all
PIGQ	Expressed in all
PIGR	Group enriched
PIGS	Expressed in all
PIGT	Expressed in all
PIGU	Expressed in all
PIGV	Expressed in all
PIGW	Expressed in all
PIGX	Expressed in all
PIGY	Tissue enhanced
PIGZ	Tissue enhanced
PIH1D1	Expressed in all
PIH1D2	Group enriched
PIH1D3	Group enriched
PIK3C2A	Expressed in all
PIK3C2B	Expressed in all
PIK3C2G	Tissue enhanced
PIK3C3	Expressed in all
PIK3CA	Expressed in all
PIK3CB	Expressed in all
PIK3CG	Tissue enhanced
PIK3IP1	Expressed in all
PIK3R1	Expressed in all
PIK3R2	Expressed in all
PIK3R3	Tissue enhanced
PIK3R4	Expressed in all
PIK3R5	Tissue enhanced
PIKFYVE	Expressed in all
PILRA	Expressed in all
PILRB	Expressed in all
PIM1	Expressed in all
PIM3	Expressed in all
PIN1	Expressed in all
PIN4	Expressed in all
PINK1	Expressed in all
PINX1	Expressed in all
PIP	Tissue enriched
PIP4K2A	Expressed in all
PIP4K2B	Expressed in all
PIP4K2C	Expressed in all
PIP5K1A	Expressed in all
PIP5K1C	Expressed in all
PIPOX	Group enriched
PIR	Expressed in all
PIRT	Tissue enhanced
PISD	Expressed in all
PITHD1	Expressed in all
PITPNA	Expressed in all
PITPNB	Expressed in all
PITPNC1	Expressed in all
PITPNM1	Expressed in all
PITPNM2	Expressed in all
PITPNM3	Tissue enhanced
PITRM1	Expressed in all
PITX1	Group enriched
PITX2	Tissue enhanced
PITX3	Tissue enriched
PIWIL1	Tissue enriched
PIWIL2	Tissue enhanced
PIWIL3	Tissue enriched
PJA1	Expressed in all
PJA2	Expressed in all
PKD1	Expressed in all
PKD1L1	Tissue enhanced
PKD2	Expressed in all
PKD2L1	Tissue enhanced
PKD2L2	Tissue enriched
PKDCC	Expressed in all
PKDREJ	Tissue enriched
PKHD1	Group enriched
PKHD1L1	Tissue enhanced
PKIA	Tissue enhanced
PKIB	Tissue enhanced
PKIG	Expressed in all
PKLR	Tissue enhanced
PKM	Expressed in all
PKMYT1	Tissue enhanced
PKN1	Expressed in all
PKN2	Expressed in all
PKN3	Expressed in all
PKNOX1	Expressed in all
PKP1	Group enriched
PKP2	Tissue enhanced
PKP3	Tissue enhanced
PKP4	Expressed in all
PLA1A	Tissue enhanced
PLA2G10	Tissue enhanced
PLA2G12A	Expressed in all
PLA2G12B	Group enriched
PLA2G15	Expressed in all
PLA2G16	Expressed in all
PLA2G1B	Tissue enriched
PLA2G2A	Tissue enhanced
PLA2G2D	Group enriched
PLA2G2F	Group enriched
PLA2G3	Group enriched
PLA2G4B	Expressed in all
PLA2G4D	Group enriched
PLA2G4E	Tissue enriched
PLA2G4F	Group enriched
PLA2G5	Tissue enhanced
PLA2G6	Expressed in all
PLAA	Expressed in all
PLAC1	Tissue enriched
PLAC8	Tissue enhanced
PLAC8L1	Tissue enriched
PLAC9	Expressed in all
PLAGL1	Expressed in all
PLAGL2	Expressed in all
PLAUR	Tissue enhanced
PLB1	Tissue enhanced
PLBD1	Expressed in all
PLBD2	Expressed in all
PLCB1	Tissue enhanced
PLCB2	Expressed in all
PLCB3	Group enriched
